ser_no,co_chg,dpt_code,dptname,cou_code,class,year,credit,forh,sel_code,cou_cname,cou_ename,tea_cname,clsrom_1,clsrom_2,daytime,mark,co_tp,co_gmark,clsrom_3,clsrom_4,clsrom_5,clsrom_6,co_select,tlec,tlab
54099,,9010,電機系09。,901 40800,,3 年級40,2,半年年級,必修年級,電工實驗(光電)0先總人數限,Electrical Engineering Lab (photonics),林晃巖ctr,,,,初選不開放。本系優先總人數限 30人ring Lab (photo,1,,,,,,2,0,6
18939,,9010,電機系09。,901 50100,,3 年級50,1,半年年級,必修年級,專題演講5010,Department Colloquium,張帆人art,,,三89a,上課地點:博理101上課。與鄭士康合開總人數限130人限學士班三年級以上且限本系所學生(含輔系、雙修生)0人stem)生)0人限本系所學生(含輔系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,1,,,,,,2,2,0
58927,,9010,電機系07博,505 30140,,"2,3,4 年級選修課程。與鄭士康合",2,"半年3,","選修3,",工程及專業倫理級選修課程。與,Ethics for Engineers Professionals,陳琪芳ics,,,五67i,"第一次未到視同放棄選修此科,不列入電機系系訂選修學分。選修兼通識A4*,上課地點:工綜B03與蔡甫昌、李志中、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,工綜B03視同,,2,2,0
45387,,9010,電機系07視,901 10060,,"2,3,4 年級選修課程科,不列入電",2,"半年3,","選修3,","積體電路設計實驗選修課程科,不列",Integrated Curcuits Design Laboratory,楊家驤egr,,電二141ra,二2341,總人數限 20人ed Cu,1,,,,,,3,3,0
77677,,9010,電機系072,901 31000,,"2,3,4 年級選修課程urcuit",3,"半年3,","選修3,",通信原理4 年級,Principle of Communications,陳光禎nci,,,四234c,總人數限 75人e of ,1,,,博理11275,,,3,3,0
10961,,9010,電機系017,901 31100,,"2,3,4 年級選修課程 Commu",3,"半年3,","選修3,",微波系統導論年級選修課程,Rf Microwave Wireless Systems,盧信嘉Mic,,,三234i,總人數限 40人wave ,1,,電二14440,,,,2,3,0
21835,,9010,電機系054,901 31110,01,"2,3,4 年級選修課程 Wirel",3,"半年3,","選修3,",電腦網路導論年級選修課程,Introduction to Computer Networks,林宗男rod,,博理114du,二2344,總人數限 40人tion ,1,,,,,,2,3,0
40052,,9010,電機系024,901 31110,02,"2,3,4 年級選修課程 to Co",3,"半年3,","選修3,",電腦網路導論年級選修課程,Introduction to Computer Networks,黃寶儀rod,,,三6四34du,本課程以英語授課。總人數限 30人omputer Networ,1,,博理212語授,博理212語授,,,2,3,0
25535,,9010,電機系05語,901 31700,,"2,3,4 年級選修課程限 30人o",3,"半年3,","選修3,",生醫工程概論年級選修課程,Introduction to Biomedical Engineering,郭柏齡rod,,,三789o,與陳志宏、黃念祖、莊曜宇、宋孔彬合開總人數限 50人 Engineering地點:工綜B03與蔡甫,1,,電二146黃念,,,,1,3,0
67092,,9010,電機系02黃,901 31800,,"2,3,4 年級選修課程、宋孔彬合開",3,"半年3,","選修3,",電力工程導論年級選修課程,Introduction to Power Engineering,劉志文rod,,電二145du,二2345,總人數限 50人tion ,1,,,,,,1,3,0
16440,,9010,電機系005,901 31900,,"2,3,4 年級選修課程 to Po",3,"半年3,","選修3,",資料結構與程式設計修課程 to Po, Data Structure and Programming,黃鐘揚ta ,,,三789a,總人數限190人ructu,1,,明達23190,,,,2,3,0
22049,,9010,電機系099,901 33310,,"2,3,4 年級選修課程ure an",4,"半年3,","選修3,",應用電學一 年級選修,Applied Electricity (Ⅰ)g,張璞曾lie,,,三AB五ABd ,醫工組非理工背景之研究生必選總人數限 24人)grammingngering地點:,1,,電二303工背,,電二303工背,,2,3,2
51306,,9010,電機系06工,901 33700,,"2,3,4 年級選修課程必選總人數限",3,"半年3,","選修3,",電子設計自動化導論修課程必選總人數限,Introduction to Electronic Design Automation,李建模rod,,,三234o,總人數限 50人tion ,1,,電二14550,,,,2,3,0
39745,,9010,電機系055,901 37300,,"2,3,4 年級選修課程 to El",3,"半年3,","選修3,",固態電子學 年級選修,Solid State Electronics,胡振國id ,電二229 S,,一7899,總人數限 80人ate E,1,,,,,,2,3,0
33543,,9010,電機系038,901 37500,,"2,3,4 年級選修課程Electr",3,"半年3,","選修3,",光電導論4 年級,Fundamentals of Electro-optics,吳志毅dam,,,五678a,總人數限 80人tals ,1,,,,明達23180,,1,3,0
54484,,9010,電機系048,901 38100,,"2,3,4 年級選修課程 of El",3,"半年3,","選修3,",近代物理4 年級,Modern Physics,林清富ern,,,四234r,總人數限 50人hysic,1,,,博理11450,,,2,3,0
77810,,9010,電機系005,901 39000,,"2,3,4 年級選修課程csf El",3,"半年3,","選修3,","演算法,4 ",Algorithms,張耀文ori,,,四789r,總人數限 80人ms課程c,1,,,博理11280,,,1,3,0
78553,,9010,電機系038,901 40500,,"2,3,4 年級選修課程csf El",3,"半年3,","選修3,",積體電路設計年級選修課程,Integrated Circuit Design,闕志達egr,,,五678g,總人數限 80人ed Ci,1,,,,博理11280,,1,3,0
75436,,9010,電機系068,901 40900,,"2,3,4 年級選修課程ircuit",3,"半年3,","選修3,",數位語音處理概論選修課程ircu,Introduction to Digital Speech Processing,李琳山rod,,,三234o,上課地點：資104總人數限106人igital Spee,1,,,,,,1,3,0
33468,,9010,電機系08資,901 43100,,"2,3,4 年級選修課程限106人i",3,"半年3,","選修3,",控制系統4 年級,Control Systems,蔡坤諭tro,,,四789r,本課程以英語授課。總人數限 30人igital Speech ,1,,,明達205語授,,,2,3,0
84609,,9010,電機系09語,901 43200,,"2,3,4 年級選修課程限 30人i",3,"半年3,","選修3,",計算機結構 年級選修,Computer Architecture,盧奕璋put,,,五234u,總人數限 80人 Arch,1,,,,電二14480,,1,3,0
13443,,9010,電機系038,901 43600,,"2,3,4 年級選修課程hitect",3,"半年3,","選修3,","生理學,4 ",Physiology,林則彬sio,,,五234i,總人數限130人gy課程h,1,,,,電二22930,,1,3,0
59253,,9010,電機系033,901 43700,,"2,3,4 年級選修課程hitect",3,"半年3,","選修3,",奈米電子導論年級選修課程,Introduction to Nano-electronics,吳肇欣rod,,電二225du,二2345,與林浩雄、呂學士、管傑雄、劉致為、吳忠幟、毛明華、蔡坤諭、黃念祖、李峻霣、林致廷、林時彥合開總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,1,,,,,,1,3,0
28528,,9010,電機系08呂,901 49550,01,"2,3,4 年級選修課程、劉致為、吳",2,"半年3,","選修3,",專題研究4 年級,Special Project,貝蘇章cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
80378,,9010,電機系08。,901 49550,02,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,李琳山cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
55699,,9010,電機系09。,901 49550,03,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,李嗣涔cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
33198,,9010,電機系08。,901 49550,04,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,許源浴cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
29397,,9010,電機系07。,901 49550,05,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,張宏鈞cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
83093,,9010,電機系03。,901 49550,06,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,胡振國cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
10121,,9010,電機系01。,901 49550,07,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,李枝宏cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
69590,,9010,電機系00。,901 49550,08,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,瞿大雄cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
89448,,9010,電機系08。,901 49550,09,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,曹恒偉cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
43264,,9010,電機系04。,901 49550,10,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,吳瑞北cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
67441,,9010,電機系01。,901 49550,11,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,郭正邦cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
82216,,9010,電機系06。,901 49550,12,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,鄭士康cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
84241,,9010,電機系01。,901 49550,13,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,江衍偉cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
85525,,9010,電機系05。,901 49550,14,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,王勝德cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
63277,,9010,電機系07。,901 49550,15,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,傅立成cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
39308,,9010,電機系08。,901 49550,16,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,顏嗣鈞cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
60743,,9010,電機系03。,901 49550,17,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,林浩雄cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
38935,,9010,電機系05。,901 49550,18,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,陳良基cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
28521,,9010,電機系01。,901 49550,19,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,林茂昭cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
73353,,9010,電機系03。,901 49550,20,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,郭斯彥cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
68641,,9010,電機系01。,901 49550,21,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,楊志忠cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
46341,,9010,電機系01。,901 49550,22,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,賴飛羆cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
77865,,9010,電機系05。,901 49550,23,"2,3,4 年級選修課程習二科,最多",2,"半年3,","選修3,",專題研究4 年級,Special Project,張時中cia,,,,"初選不開放。每學期最多修習二科,最多核算4科為系訂選修學分，於加退選時加選。總人數限 20人總人數限 80人、陳瑞琳、吳育任合開總人數限 75人系、雙修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_",1,,,,,,2,0,4
